Subject,Object,Relationship
said,Anna,nsubj
said,Ang,nsubj
said,Anbarasi,nsubj
said,BSF,nsubj
said,Babbel,nsubj
running,business,dobj
said,Biden,nsubj
said,Borrell,nsubj
said,Bonito,nsubj
said,Boluarte,nsubj
said,Bolsonaro,nsubj
said,Blinken,nsubj
said,Birtwistle,nsubj
said,Binance,nsubj
said,Bhangu,nsubj
said,Bader,nsubj
said,Berger,nsubj
said,Bellerin,nsubj
said,Belgium,nsubj
said,Beauchamp,nsubj
said,Barcelona,nsubj
said,Bank,nsubj
said,Balakrishnan,nsubj
said,Analysts,nsubj
said,Anadolu,nsubj
said,Ambassador,nsubj
runs,term,nsubj
safeguard,recovery,dobj
sad,me,nsubj
sack,him,dobj
rushing,people,nsubj
rush,I,nsubj
runs,which,nsubj
runs,that,nsubj
runs,supermarkets,dobj
said,Amazon.com,nsubj
runs,stall,dobj
runs,son,nsubj
runs,programmes,dobj
running,stall,dobj
running,show,dobj
running,scam,dobj
running,restaurant,dobj
said,-,nsubj
said,8),nsubj
said,AGCM,nsubj
said,Abdirahim,nsubj
said,Amazon,nsubj
said,Altman,nsubj
said,Aliyev,nsubj
said,Algeria,nsubj
said,Alcaraz,nsubj
said,Akolong,nsubj
said,Akarachai,nsubj
said,Agency,nsubj
said,Agarwal,nsubj
said,Adriaansens,nsubj
said,Administration,nsubj
said,Adams,nsubj
said,Achintha,nsubj
said,Abdullah,nsubj
said,Abdul,nsubj
said,Bouvier,nsubj
said,Bowers,nsubj
said,Bowyer,nsubj
said,Chung,nsubj
said,Commission,nsubj
said,Colombe,nsubj
said,Collins,nsubj
said,Colello,nsubj
said,Clara,nsubj
said,Circle,nsubj
said,Chunying,nsubj
said,Chuan,nsubj
said,Cheung,nsubj
said,Chua,nsubj
said,Chow,nsubj
said,Chong,nsubj
said,Cholnan,nsubj
said,China,nsubj
said,Chiefs,nsubj
said,Chiang,nsubj
said,Cotter,nsubj
said,Court,nsubj
said,Cowan,nsubj
said,Cricket,nsubj
said,Director,nsubj
said,Didi,nsubj
said,Diatchenko,nsubj
said,Dia,nsubj
said,Devon,nsubj
said,Department,nsubj
said,Deng,nsubj
said,Deliveroo,nsubj
said,DeWine,nsubj
said,Dawley,nsubj
said,Davies,nsubj
said,Das,nsubj
said,Daiso,nsubj
said,Daily,nsubj
said,Crypto.com,nsubj
said,Chevron,nsubj
said,Cheow,nsubj
said,Brandi,nsubj
said,Bush,nsubj
said,CFPB,nsubj
said,CEOs,nsubj
said,CEO,nsubj
said,CDL,nsubj
said,CBN,nsubj
said,CBA,nsubj
said,CAAS,nsubj
said,Bureau,nsubj
said,Cheok,nsubj
said,Bumble,nsubj
said,Buchanan,nsubj
said,Bubeck,nsubj
said,Brown,nsubj
said,Britain,nsubj
said,Breton,nsubj
said,Brennan,nsubj
said,Cable,nsubj
said,Cahe,nsubj
said,Cai,nsubj
said,Calderwood,nsubj
said,Cheh,nsubj
said,Chee,nsubj
said,Che,nsubj
said,Charles,nsubj
said,Chang,nsubj
said,Chandra,nsubj
said,Chan,nsubj
said,Chalmers,nsubj
said,Chalabi,nsubj
said,Casa,nsubj
said,Carzada,nsubj
said,Carpenter,nsubj
said,Canada,nsubj
said,Campos,nsubj
said,Cameron,nsubj
running,he,nsubj
running,She,nsubj
said,Dollarhide,nsubj
rival,that,dobj
rob,pawnshop,dobj
rob,manager,dobj
roar,Crowds,nsubj
roams,areas,dobj
roams,Robot,nsubj
rivals,that,nsubj
rivals,ceramics,dobj
risking,loss,dobj
robbed,Kamarulzaman,nsubj
risk,they,nsubj
risk,that,nsubj
risk,injury,dobj
risk,Those,nsubj
rising,awareness,nsubj
rising,Tensions,nsubj
rises,number,nsubj
rob,shop,dobj
robbed,woman,dobj
running,Lutfiana,nsubj
rocked,that,nsubj
roll,companies,nsubj
roiling,issue,nsubj
rode,which,nsubj
rode,surge,dobj
rode,boom,dobj
rode,Fried,nsubj
rocked,town,dobj
rocked,country,dobj
robbing,branch,dobj
rocked,city,dobj
rocked,capital,dobj
rocked,attacks,nsubj
rocked,Strikes,nsubj
rocked,Fighting,nsubj
robs,loss,nsubj
robs,junta,dobj
risen,tensions,nsubj
risen,demand,nsubj
rise,three,dobj
revised,We,nsubj
revolutionised,it,nsubj
revolutionise,field,dobj
revoke,certification,dobj
revive,confidence,dobj
revisiting,rules,dobj
revisit,aid,dobj
revised,recipe,dobj
revise,regulations,dobj
rise,sales,nsubj
reviewing,measures,dobj
reviewing,board,nsubj
reviewing,ban,dobj
reviewing,Beijing,nsubj
reviewed,procedures,dobj
reviewed,paperwork,dobj
reviewed,pact,nsubj
revolutionised,watchmaking,dobj
revolves,series,nsubj
reward,employees,dobj
rewarded,anyone,dobj
rise,emissions,nsubj
rise,assessment,nsubj
rippled,collapse,nsubj
rim,glass,dobj
righting,wrongs,dobj
righting,deal,nsubj
riding,who,nsubj
riding,popularity,dobj
riding,motorcycle,dobj
riding,hoverboard,dobj
riding,he,nsubj
ridiculed,lawmakers,nsubj
ridiculed,her,dobj
rid,body,dobj
rewarded,who,nsubj
roll,coverage,dobj
roll,platform,dobj
roll,services,dobj
ruled,judge,nsubj
run,Pete,nsubj
run,Chandra,nsubj
rules,what,nsubj
rules,state,dobj
rules,citizenship,nsubj
rules,NPPA,dobj
ruled,they,nsubj
ruled,death,dobj
rubbing,arm,dobj
ruled,Nakhoda,nsubj
ruled,Court,nsubj
ruled,Arabia,dobj
ruled,Anthropic,nsubj
rule,that,nsubj
rule,him,dobj
rule,conduct,dobj
run,Spirits,dobj
run,U.S.,nsubj
run,airport,nsubj
run,batteries,nsubj
run,you,nsubj
run,who,nsubj
run,they,nsubj
run,show,nsubj
run,services,dobj
run,sentences,nsubj
run,risk,dobj
run,races,dobj
run,pastures,dobj
run,government,dobj
run,farmers,nsubj
run,deficits,dobj
run,competitors,dobj
run,company,dobj
run,business,dobj
rule,breaches,dobj
rubbing,Rajendran,nsubj
rolled,Carlyle,nsubj
rolling,Tech,nsubj
rose,Plumes,nsubj
rose,Imports,nsubj
rose,He,nsubj
rollout,one,nsubj
rolling,policies,dobj
rolling,other,nsubj
rolling,network,dobj
rolled,versions,dobj
routing,proceeds,dobj
rolled,stake,dobj
rolled,slew,dobj
rolled,plans,dobj
rolled,measures,dobj
rolled,government,nsubj
rolled,bakeries,nsubj
rolled,Google,nsubj
rose,Shares,nsubj
rose,deficit,nsubj
rose,exports,nsubj
rose,group,nsubj
rounded,he,nsubj
rounded,founders,dobj
rounded,co,dobj
rounded,Lesmana,dobj
rounded,-,dobj
round,world,dobj
round,companies,nsubj
round,clock,dobj
round,building,dobj
rotting,food,dobj
rose,who,nsubj
rose,trade,nsubj
rose,speech,nsubj
rose,shipments,nsubj
rose,rate,nsubj
said,Dolan,nsubj
said,Dornier,nsubj
remaining,survivors,nsubj
said,Mukerjee,nsubj
said,Muthiah,nsubj
said,Mustafa,nsubj
said,Musk,nsubj
said,Museum,nsubj
said,Murdaugh,nsubj
said,Munoz,nsubj
said,Mulinge,nsubj
said,Morla,nsubj
said,NCIS,nsubj
said,Moody,nsubj
said,Monteza,nsubj
said,Molotlegi,nsubj
said,Mok,nsubj
said,Mohammed,nsubj
said,Moffitt,nsubj
said,Mitzevich,nsubj
said,NATO,nsubj
said,NEA,nsubj
said,MFA,nsubj
said,Ni,nsubj
said,Obama,nsubj
said,O'Leary,nsubj
said,Norshahril,nsubj
said,Norawee,nsubj
said,Noem,nsubj
said,Noble,nsubj
said,Nicholas,nsubj
said,Nguyen,nsubj
said,NSPCC,nsubj
said,Ng,nsubj
said,Nexperia,nsubj
said,Netanyahu,nsubj
said,Natalya,nsubj
said,Nasdaq,nsubj
said,Nancy,nsubj
said,NTU,nsubj
said,Mitsui,nsubj
said,Minnen,nsubj
said,Ministry,nsubj
said,Mann,nsubj
said,Matthews,nsubj
said,Matilda,nsubj
said,Mastercard,nsubj
said,Massier,nsubj
said,Marubo,nsubj
said,Martinez,nsubj
said,Marcelli,nsubj
said,Manager,nsubj
said,Majhi,nsubj
said,Mahathir,nsubj
said,Mah,nsubj
said,Macron,nsubj
said,MacAry,nsubj
said,MOM,nsubj
said,MOH,nsubj
said,McDonald,nsubj
said,McKinsey,nsubj
said,McTernan,nsubj
said,Mediacorp,nsubj
said,Minister,nsubj
said,Minh,nsubj
said,Mills,nsubj
said,Miller,nsubj
said,Migicovsky,nsubj
said,Microsoft,nsubj
said,Meyers,nsubj
said,Meta,nsubj
said,Merz,nsubj
said,Merchant,nsubj
said,Memorial,nsubj
said,Melendez,nsubj
said,Melanie,nsubj
said,Meghan,nsubj
said,Medvedev,nsubj
said,Obrador,nsubj
said,Observers,nsubj
said,Oct,nsubj
said,Residents,nsubj
said,Ruffalo,nsubj
said,Royce,nsubj
said,Ross,nsubj
said,Rollins,nsubj
said,Robinson,nsubj
said,Roa,nsubj
said,Rhodes,nsubj
said,Reshetnikov,nsubj
said,RWS,nsubj
said,Researchers,nsubj
said,Renner,nsubj
said,Reimer,nsubj
said,Reicherl,nsubj
said,Regulators,nsubj
said,Realtek,nsubj
said,Ramzul,nsubj
said,SEOUL,nsubj
said,SINGAPORE,dobj
said,SMRT,nsubj
said,SPH,nsubj
said,Sen,nsubj
said,Sedoshkin,nsubj
said,Secretary,nsubj
said,Sechin,nsubj
said,Schumer,nsubj
said,School,nsubj
said,Satow,nsubj
said,Sarea,nsubj
said,Sardar,nsubj
said,Santos,nsubj
said,Sander,nsubj
said,San,nsubj
said,Salimah,nsubj
said,Sabalenka,nsubj
said,Saat,nsubj
said,Ramadane,nsubj
said,RGE,nsubj
said,Office,nsubj
said,Padmapriya,nsubj
said,Pay,nsubj
said,Paterno,nsubj
said,Pandasi,nsubj
said,Palace,nsubj
said,Paknia,nsubj
said,Pakistan,nsubj
said,Paige,nsubj
said,PUB,nsubj
said,Quigley,nsubj
said,OurCrowd,nsubj
said,Ottawa,nsubj
said,Organ,nsubj
said,Ong,nsubj
said,Onepoint,nsubj
said,Official,nsubj
said,Officer,nsubj
said,Peh,nsubj
said,Peng,nsubj
said,Pereira,nsubj
said,Petrou,nsubj
said,Qistina,nsubj
said,Qiao,nsubj
said,Putin,nsubj
said,Puay,nsubj
said,Pratim,nsubj
said,Powless,nsubj
said,Politics,nsubj
said,Plenkovic,nsubj
said,Platinum,nsubj
said,Pipin,nsubj
said,Pillai,nsubj
said,Pikarsky,nsubj
said,Pichai,nsubj
said,PhonePe,nsubj
said,Philippines,nsubj
said,MHA,nsubj
said,MAS,nsubj
said,Dougherty,nsubj
said,Guenther,nsubj
said,Harris,nsubj
said,Handford,nsubj
said,Hamas,nsubj
said,Halim,nsubj
said,Hagari,nsubj
said,Hafeez,nsubj
said,Hadhariah,nsubj
said,Guangbin,nsubj
said,He,nsubj
said,Gualinga,nsubj
said,Gruetters,nsubj
said,Group,nsubj
said,Grande,nsubj
said,Government,nsubj
said,Google,nsubj
said,Goo,nsubj
said,Hayashi,nsubj
said,Hen,nsubj
said,Lyft,nsubj
said,Huawei,nsubj
said,ICO,nsubj
said,I,nsubj
said,Hyundai,nsubj
said,Hut,nsubj
said,Hunt,nsubj
said,Hui,nsubj
said,Huda,nsubj
said,Huang,nsubj
said,Hipkins,nsubj
said,Houthis,nsubj
said,Hoskin,nsubj
said,Hoo,nsubj
said,Holloway,nsubj
said,Hollis,nsubj
said,Hollande,nsubj
said,Hochul,nsubj
said,Gonzalez,nsubj
said,Goh,nsubj
said,Ghoul,nsubj
said,Erasmus,nsubj
said,Fadi,nsubj
said,FSC,nsubj
said,FRANCISCO,nsubj
said,FCA,nsubj
said,Exchange,nsubj
said,Estrada,nsubj
said,Erdogan,nsubj
said,Electric,nsubj
said,Germain,nsubj
said,Elanga,nsubj
said,Ekberg,nsubj
said,Egal,nsubj
said,EU,nsubj
said,Drori,nsubj
said,Dreesen,nsubj
said,Dowden,nsubj
said,Farley,nsubj
said,Fernandes,nsubj
said,Fernando,nsubj
said,Financial,nsubj
said,Gentle,nsubj
said,General,nsubj
said,Gebru,nsubj
said,Gates,nsubj
said,Gao,nsubj
said,Ganapathy,nsubj
said,Gan,nsubj
said,Gallery,nsubj
said,GAO,nsubj
said,Futures,nsubj
said,Funai,nsubj
said,Fumio,nsubj
said,Fujimori,nsubj
said,Forrest,nsubj
said,Foo,nsubj
said,IJF,nsubj
said,Iger,nsubj
said,Ihsan,nsubj
said,Larsson,nsubj
said,Legkodymov,nsubj
said,Lee,nsubj
said,Lebedev,nsubj
said,Le,nsubj
said,Law,nsubj
said,Lau,nsubj
said,Lasmar,nsubj
said,Langman,nsubj
said,Kragt,nsubj
said,Lan,nsubj
said,Lab,nsubj
said,LVMH,nsubj
said,LONDON,nsubj
said,Kung,nsubj
said,Kunaseegaran,nsubj
said,Kristanto,nsubj
said,Lein,nsubj
said,Let,nsubj
said,Levene,nsubj
said,Leyes,nsubj
said,Luton,nsubj
said,Luria,nsubj
said,Luque,nsubj
said,Lukashenko,nsubj
said,Lu,nsubj
said,Low,nsubj
said,Loong,nsubj
said,London,nsubj
said,Loh,nsubj
said,Lisa,nsubj
said,Lin,nsubj
said,Lim,nsubj
said,Lightcap,nsubj
said,Li,nsubj
said,Leyton,nsubj
said,Kremlin,nsubj
said,Kooijman,nsubj
said,Indra,nsubj
said,James,nsubj
said,Jr,nsubj
said,Jipa,nsubj
said,Jie,nsubj
said,Jensvold,nsubj
said,Jasni,nsubj
said,Japanese,nsubj
said,Jan,nsubj
said,J,nsubj
said,Kong,nsubj
said,Italian,nsubj
said,It,nsubj
said,Iswaran,nsubj
said,Israel,nsubj
said,Iran,nsubj
said,International,nsubj
said,Infantino,nsubj
said,Juan,nsubj
said,Justice,nsubj
said,KCNA,nsubj
said,Kadhemi,nsubj
said,Kok,nsubj
said,Koike,nsubj
said,Kim,nsubj
said,Kiley,nsubj
said,Kiat,nsubj
said,Khosrowshahi,nsubj
said,Khaydarshin,nsubj
said,Keeble,nsubj
said,Keceli,nsubj
said,Keating,nsubj
said,Kate,nsubj
said,Karpathy,nsubj
said,Karim,nsubj
said,Kahana,nsubj
said,Kaewkoonjob,nsubj
reviewed,letter,dobj
reviewed,bids,dobj
reviewed,Investigators,nsubj
reported,effects,dobj
reported,manufacturer,nsubj
reported,it,nsubj
reported,infections,dobj
reported,increase,dobj
reported,home,nsubj
reported,he,nsubj
reported,government,nsubj
reported,dpa,nsubj
reported,message,dobj
reported,differences,dobj
reported,decline,dobj
reported,deal,dobj
reported,competitor,nsubj
reported,company,nsubj
reported,cases,dobj
reported,case,dobj
reported,media,nsubj
reported,misconduct,nsubj
report,information,dobj
reported,websites,nsubj
reports,Department,nsubj
reporting,money,dobj
reporting,hospitals,nsubj
reporting,children,dobj
reported,witness,nsubj
reported,who,nsubj
reported,which,nsubj
reported,that,nsubj
reported,news,nsubj
reported,team,nsubj
reported,study,nsubj
reported,smell,dobj
reported,revelations,dobj
reported,profit,dobj
reported,newspaper,nsubj
reported,business,nsubj
reported,agency,nsubj
reported,WSJ,nsubj
reported,912,nsubj
reported,Citizens,nsubj
reported,Bloomberg,nsubj
reported,Banner,nsubj
reported,BBC,dobj
reported,Army,nsubj
reported,Agency,nsubj
reported,ANSA,nsubj
report,who,nsubj
reported,WHDH,nsubj
report,violation,dobj
report,transactions,dobj
report,that,nsubj
report,symptom,dobj
report,states,nsubj
report,results,dobj
report,parents,dobj
reported,Council,nsubj
reported,Daily,nsubj
reported,FT,nsubj
reported,Journal,nsubj
reported,Verge,nsubj
reported,Times,nsubj
reported,Singapore,nsubj
reported,SIA,nsubj
reported,Reuters,nsubj
reported,Popenoe,nsubj
reported,Pau,nsubj
reported,Newsweek,nsubj
reported,News,nsubj
reported,Metro,nsubj
reported,Mastercard,nsubj
reported,Mail,nsubj
reported,Jxnews.com,dobj
reports,History.com,nsubj
reports,activity,nsubj
reports,evictions,dobj
requested,OIOS,nsubj
requested,members,nsubj
requested,information,dobj
requested,he,nsubj
requested,copy,dobj
requested,anonymity,dobj
requested,UNMIK,nsubj
requested,Officer,nsubj
requested,Mia,nsubj
represents,penalty,nsubj
requested,Apollo,nsubj
request,you,nsubj
request,they,nsubj
request,support,dobj
request,justifications,dobj
request,55/2002,dobj
reproduce,it,dobj
requested,officer,dobj
requested,prosecutor,nsubj
requested,sentences,dobj
requested,she,nsubj
require,investments,dobj
require,bill,nsubj
require,approval,dobj
require,adjustments,dobj
require,Terms,nsubj
require,Ong,nsubj
require,He,nsubj
requesting,response,dobj
requesting,him,dobj
requesting,funds,dobj
requesting,authorization,dobj
requesting,anonymity,dobj
requested,who,nsubj
requested,support,dobj
requested,statements,dobj
represents,time,dobj
represents,man,nsubj
reports,it,nsubj
represent,ancestors,dobj
represented,Bush,nsubj
represented,Ali,nsubj
represent,which,nsubj
represent,they,nsubj
represent,regime,dobj
represent,dynasty,dobj
represent,country,dobj
represent,Tsimanouskaya,nsubj
represents,law,nsubj
represent,Poland,dobj
represent,China,dobj
represent,Anderson,nsubj
repossessing,vehicles,dobj
reports,that,nsubj
reports,mbl.is,nsubj
reports,majesty,nsubj
represented,Connecticut,dobj
represented,H&M,dobj
represented,challenge,dobj
represented,herself,dobj
represents,latest,dobj
represents,horse,nsubj
represents,desire,dobj
represents,change,dobj
represents,China,nsubj
representing,country,dobj
representing,cent,dobj
representing,blogger,dobj
representing,Kinahan,dobj
representing,Japan,dobj
representing,I,nsubj
representing,France,dobj
represented,who,nsubj
represented,two,dobj
represented,milestone,nsubj
report,misinformation,dobj
report,divorces,dobj
reviewed,ITF,nsubj
remove,parts,dobj
remove,tariffs,dobj
remove,system,nsubj
remove,stool,dobj
remove,some,dobj
remove,rates,dobj
remove,prostate,dobj
remove,post,dobj
remove,need,dobj
remove,tonnes,dobj
remove,heat,dobj
remove,content,dobj
remove,children,dobj
remove,bit,dobj
remove,barriers,dobj
remove,apps,dobj
remove,CO2,dobj
remove,them,dobj
remove,tonsils,dobj
report,Plaintiffs,nsubj
removed,company,nsubj
removed,tariffs,dobj
removed,surgeons,nsubj
removed,packets,dobj
removed,military,nsubj
removed,members,nsubj
removed,image,dobj
removed,cover,dobj
removed,cent,dobj
remove,tumours,dobj
removed,We,nsubj
removed,Thaksin,dobj
removed,Surgeons,nsubj
removed,Britain,nsubj
remove,womb,dobj
remove,which,nsubj
remove,video,dobj
reminds,team,dobj
reminds,first,dobj
reminds,She,nsubj
remains,confidence,nsubj
remains,infant,nsubj
remains,he,nsubj
remains,group,nsubj
remains,faith,nsubj
remains,duchess,nsubj
remains,dollar,nsubj
remains,couple,nsubj
remains,brand,nsubj
remind,you,dobj
remains,Wimbledon,nsubj
remains,What,nsubj
remains,It,nsubj
remains,Fiji,nsubj
remains,DRA,nsubj
remains,ComfortDelGro,nsubj
remaining,themselves,nsubj
remains,it,nsubj
remains,legality,nsubj
remains,necessity,nsubj
remains,reality,nsubj
remembers,she,nsubj
remember,them,dobj
remember,she,nsubj
remember,lives,dobj
remember,he,nsubj
remember,address,dobj
remember,We,nsubj
remember,She,nsubj
remember,Leahy,dobj
remember,I,nsubj
remember,Heng,nsubj
remarked,Liu,nsubj
remains,who,nsubj
remains,which,nsubj
remains,she,nsubj
removed,teeth,dobj
removed,warts,dobj
removed,workers,nsubj
replace,gas,dobj
replaced,Potter,dobj
replaced,Officer,nsubj
replaced,DPD,nsubj
replace,who,nsubj
replace,that,nsubj
replace,slaughter,dobj
replace,pact,dobj
replace,all,dobj
repair,planet,dobj
replace,Malpass,dobj
repeated,we,nsubj
repeated,scan,dobj
repeated,itself,dobj
repeated,episode,nsubj
repeated,It,nsubj
repay,customers,dobj
replaced,Zaluzhnyi,dobj
replaced,Zelenskiy,nsubj
replaced,Zelesnkiy,nsubj
replaced,chat,dobj
report,ITF,nsubj
report,Force,nsubj
reply,Alrosa,nsubj
replied,wife,nsubj
replied,she,nsubj
replied,he,nsubj
replied,Official,nsubj
replied,Mzumara,nsubj
replied,He,nsubj
replacing,member,dobj
replaced,who,nsubj
replaced,member,dobj
replaced,gamble,dobj
replaced,chief,dobj
repair,vessel,dobj
repair,marriage,dobj
removes,atmosphere,dobj
reneging,it,nsubj
renewed,claim,dobj
renewed,agreement,dobj
renewed,Venezuela,nsubj
renewed,United,nsubj
renewed,Israel,nsubj
renewed,Chad,nsubj
renew,pass,dobj
renders,that,nsubj
repair,it,nsubj
renders,it,dobj
removing,parts,dobj
removing,layers,dobj
removing,content,dobj
removing,checks,dobj
removes,that,nsubj
removes,dioxide,dobj
renewed,partnership,dobj
renewed,ties,dobj
renewed,warnings,dobj
renewing,licence,dobj
repair,heart,dobj
reopened,embassy,dobj
reopened,Russia,nsubj
reopen,governments,nsubj
reopen,frontier,nsubj
reopen,embassy,dobj
renting,space,dobj
renting,rooms,dobj
rent,property,dobj
renovating,who,nsubj
renovating,shop,dobj
renovated,she,nsubj
renovated,bedroom,dobj
renounce,citizenship,dobj
renewing,ties,dobj
require,minors,dobj
require,platforms,dobj
require,rehabilitation,dobj
return,Harald,nsubj
return,VII,dobj
return,United,nsubj
return,She,nsubj
return,Officials,nsubj
return,Official,nsubj
return,MP,nsubj
return,KidZania,nsubj
return,Forcepoint,nsubj
return,area,nsubj
return,Altman,nsubj
retrieve,sample,dobj
retrieve,goods,dobj
retrieve,doctor,nsubj
retrace,steps,dobj
retrace,it,nsubj
retired,Kwan,nsubj
return,any,dobj
return,artefacts,dobj
require,sources,nsubj
return,request,dobj
returned,Lachlan,nsubj
returned,LONDON,nsubj
returned,He,nsubj
returned,Charles,nsubj
returned,Altman,nsubj
return,we,nsubj
return,they,nsubj
return,people,nsubj
